numero_expediente,fecha_presentacion,sesion,tipo,titulo_oficial,titulo_publico_propuesto,resumen_propuesto,comision_principal,comisiones_secundarias,area_tematica,autoria,responsable,estado_preparacion,estado_tramite,existe_en_panel,id_actual,id_destino,tiene_docx,tiene_expediente_pdf,url_fuente_oficial,url_pdf_oficial,nombre_pdf,accion_requerida,observaciones,estado_de_verificacion
19965,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen por el Día Mundial contra el Melanoma.,Día Mundial contra el Melanoma,"Declara de interés legislativo día Mundial contra el Melanoma. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Salud,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19965,False,False,https://hcdcorrientes.gov.ar/expedientes/19965/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19965.pdf,EXPTE-19965-DECLARACION-de-interes-las-actividades-que-se-realicen-por-el-dia-mundial-contra-e.pdf,crear,,verificado_fuente_y_pdf_oficial
19981,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Declaración,De adhesión y acompañamiento institucional a la Marcha Federal Universitaria del 12 de mayo de 2026 y preocupación por el desfinanciamiento del sistema universitario nacional.,Adhesión a la Marcha Federal Universitaria,"Declara de interés legislativo adhesión a la Marcha Federal Universitaria. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,coautoria,Gonzalo,Presentado,Aprobado,False,,EXP-19981,False,False,https://hcdcorrientes.gov.ar/expedientes/19981/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19981.pdf,EXPTE-19981-DECLARACION-de-adhesion-y-acompanamiento-institucional-a-la-marcha-federal-univers.pdf,crear,,verificado_fuente_y_pdf_oficial
19995,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día Nacional de la Donación de Órganos.,Día Nacional de la Donación de Órganos,"Declara de interés legislativo día Nacional de la Donación de Órganos. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19995,False,False,https://hcdcorrientes.gov.ar/expedientes/19995/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19995.pdf,EXPTE-19995-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-na.pdf,crear,,verificado_fuente_y_pdf_oficial
19996,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día Nacional del Bombero Voluntario.,Día Nacional del Bombero Voluntario,"Declara de interés legislativo día Nacional del Bombero Voluntario. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-19996,False,False,https://hcdcorrientes.gov.ar/expedientes/19996/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19996.pdf,EXPTE-19996-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-na.pdf,crear,,verificado_fuente_y_pdf_oficial
20010,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Declaración,De interés el 20º aniversario de la creación del Colegio Secundario “Paraje Los Álamos” de la Segunda Sección Rural del departamento de Goya.,20º aniversario del Colegio Secundario Paraje Los Álamos,"Declara de interés legislativo 20º aniversario del Colegio Secundario Paraje Los Álamos. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,True,P-0077,EXP-20010,False,True,https://hcdcorrientes.gov.ar/expedientes/20010/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20010.pdf,EXPTE-20010-DECLARACION-de-interes-el-20-aniversario-de-la-creacion-del-colegio-secundario-par.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
20011,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día de la Cruz Roja Argentina.,Día de la Cruz Roja Argentina,"Declara de interés legislativo día de la Cruz Roja Argentina. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20011,False,False,https://hcdcorrientes.gov.ar/expedientes/20011/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20011.pdf,EXPTE-20011-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
20014,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Declaración,"De interés la obra literaria “Homenaje al Padre de la Patria”, autoría del Grupo de Estudio de Temáticas Históricos Culturales de Gobernador Virasoro.",Obra literaria Homenaje al Padre de la Patria,"Declara de interés legislativo obra literaria Homenaje al Padre de la Patria. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Infraestructura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20014,False,False,https://hcdcorrientes.gov.ar/expedientes/20014/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20014.pdf,EXPTE-20014-DECLARACION-de-interes-la-obra-literaria-homenaje-al-padre-de-la-patria-autoria-de.pdf,crear,,verificado_fuente_y_pdf_oficial
20043,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Declaración,"De interés las actividades, marchas, concentraciones y jornadas de reflexión que se realicen en el marco del “Ni Una Menos” el día 3 de junio.",Actividades de Ni Una Menos,"Declara de interés legislativo actividades de Ni Una Menos. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20043,False,False,https://hcdcorrientes.gov.ar/expedientes/20043/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20043.pdf,EXPTE-20043-DECLARACION-de-interes-las-actividades-marchas-concentraciones-y-jornadas-de-refle.pdf,crear,,verificado_fuente_y_pdf_oficial
20042,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Declaración,"De interés el XXVII Encuentro Nacional de Consejos de Administración de Cooperativas Escolares y Comisiones Directivas de Mutuales Escolares (ENCACE), organizado conjuntamente por la Célula Argentina y Latinoamericana de Cooperativismo y Mutualismo Educacional (CALCME) y el Gobierno de la Provincia de San Luis.",XXVII Encuentro Nacional de Cooperativas y Mutuales Escolares,"Declara de interés legislativo xXVII Encuentro Nacional de Cooperativas y Mutuales Escolares. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20042,False,False,https://hcdcorrientes.gov.ar/expedientes/20042/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20042.pdf,EXPTE-20042-DECLARACION-de-interes-el-xxvii-encuentro-nacional-de-consejos-de-administracion-d.pdf,crear,,verificado_fuente_y_pdf_oficial
20044,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Declaración,"De interés la Jornada en conmemoración al Día Mundial del Medio Ambiente, organizada por alumnos del Profesorado de Nivel Secundario en Geografía del Instituto de Formación y Capacitación Docente Nº 1.",Jornada por el Día Mundial del Medio Ambiente,"Declara de interés legislativo jornada por el Día Mundial del Medio Ambiente. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Educación,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20044,False,False,https://hcdcorrientes.gov.ar/expedientes/20044/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20044.pdf,EXPTE-20044-DECLARACION-de-interes-la-jornada-en-conmemoracion-al-dia-mundial-del-medio-ambien.pdf,crear,,verificado_fuente_y_pdf_oficial
20054,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día Mundial contra el Trabajo Infantil.,Día Mundial contra el Trabajo Infantil,"Declara de interés legislativo día Mundial contra el Trabajo Infantil. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Niñez y Adolescencia,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20054,False,False,https://hcdcorrientes.gov.ar/expedientes/20054/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20054.pdf,EXPTE-20054-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-mu.pdf,crear,,verificado_fuente_y_pdf_oficial
20055,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día Mundial de Toma de Conciencia del Abuso y Maltrato en la Vejez.,Día Mundial de Toma de Conciencia del Abuso y Maltrato en la Vejez,"Declara de interés legislativo día Mundial de Toma de Conciencia del Abuso y Maltrato en la Vejez. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20055,False,False,https://hcdcorrientes.gov.ar/expedientes/20055/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20055.pdf,EXPTE-20055-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-mu.pdf,crear,,verificado_fuente_y_pdf_oficial
20056,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día Mundial del Donante de Sangre.,Día Mundial del Donante de Sangre,"Declara de interés legislativo día Mundial del Donante de Sangre. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Salud,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20056,False,False,https://hcdcorrientes.gov.ar/expedientes/20056/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20056.pdf,EXPTE-20056-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-mu.pdf,crear,,verificado_fuente_y_pdf_oficial
20067,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Declaración,"De interés la obra literaria, Antología “Eco de memorias infinitas”, compilada por el Taller Literario Ñuvaití, en el marco del Centenario de la Imposición del nombre Ing. Valentín Virasoro a la ciudad.",Antología Eco de memorias infinitas,"Declara de interés legislativo antología Eco de memorias infinitas. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Infraestructura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20067,False,False,https://hcdcorrientes.gov.ar/expedientes/20067/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20067.pdf,EXPTE-20067-DECLARACION-de-interes-la-obra-literaria-antologia-eco-de-memorias-infinitas-compi.pdf,crear,,verificado_fuente_y_pdf_oficial
20084,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día de la Bandera.,Día de la Bandera,"Declara de interés legislativo día de la Bandera. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20084,False,False,https://hcdcorrientes.gov.ar/expedientes/20084/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20084.pdf,EXPTE-20084-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
20100,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Declaración,"De beneplácito y reconocimiento por el destacado desempeño de las atletas correntinas en el Campeonato Nacional de Trail y Montaña 2026, en el marco del “Ultra Trail Merlo 2026” en la provincia de San Luis.",Reconocimiento por el destacado desempeño de las atletas correntinas,"Declara de interés legislativo reconocimiento por el destacado desempeño de las atletas correntinas. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Deportes,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20100,False,False,https://hcdcorrientes.gov.ar/expedientes/20100/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20100.pdf,EXPTE-20100-DECLARACION-de-beneplacito-y-reconocimiento-por-el-destacado-desempeno-de-las-atle.pdf,crear,,verificado_fuente_y_pdf_oficial
20116,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día del Camarógrafo.,Día del Camarógrafo,"Declara de interés legislativo día del Camarógrafo. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20116,False,False,https://hcdcorrientes.gov.ar/expedientes/20116/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20116.pdf,EXPTE-20116-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
20117,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día de la Prefectura Naval Argentina.,Día de la Prefectura Naval Argentina,"Declara de interés legislativo día de la Prefectura Naval Argentina. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20117,False,False,https://hcdcorrientes.gov.ar/expedientes/20117/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20117.pdf,EXPTE-20117-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
20118,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día del Trabajador del Estado.,Día del Trabajador del Estado,"Declara de interés legislativo día del Trabajador del Estado. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Trabajo,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20118,False,False,https://hcdcorrientes.gov.ar/expedientes/20118/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20118.pdf,EXPTE-20118-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
20119,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Declaración,De interés el 61º aniversario del Instituto Correntino de Ayuda al Lisiado (ICAL).,61º aniversario del Instituto Correntino de Ayuda al Lisiado,"Declara de interés legislativo 61º aniversario del Instituto Correntino de Ayuda al Lisiado. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Discapacidad,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20119,False,False,https://hcdcorrientes.gov.ar/expedientes/20119/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20119.pdf,EXPTE-20119-DECLARACION-de-interes-el-61-aniversario-del-instituto-correntino-de-ayuda-al-lisi.pdf,crear,,verificado_fuente_y_pdf_oficial
20134,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Declaración,De interés el 210º aniversario de la Declaración de la Independencia.,210º aniversario de la Declaración de la Independencia,"Declara de interés legislativo 210º aniversario de la Declaración de la Independencia. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20134,False,False,https://hcdcorrientes.gov.ar/expedientes/20134/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20134.pdf,EXPTE-20134-DECLARACION-de-interes-el-210-aniversario-de-la-declaracion-de-la-independencia.pdf,crear,,verificado_fuente_y_pdf_oficial
20145,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día Nacional de la Medicina Social.,Día Nacional de la Medicina Social,"Declara de interés legislativo día Nacional de la Medicina Social. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Transparencia institucional,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20145,False,False,https://hcdcorrientes.gov.ar/expedientes/20145/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20145.pdf,EXPTE-20145-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-na.pdf,crear,,verificado_fuente_y_pdf_oficial
20176,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Declaración,De interés el 22º aniversario de la creación del Municipio de Villa Olivari.,22º aniversario del Municipio de Villa Olivari,"Declara de interés legislativo 22º aniversario del Municipio de Villa Olivari. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20176,False,False,https://hcdcorrientes.gov.ar/expedientes/20176/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20176.pdf,EXPTE-20176-DECLARACION-de-interes-el-22-aniversario-de-la-creacion-del-municipio-de-villa-oli.pdf,crear,,verificado_fuente_y_pdf_oficial
20177,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Declaración,De interés las actividades que se realicen en conmemoración del Día de la Ganadería.,Día de la Ganadería,"Declara de interés legislativo día de la Ganadería. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Producción,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20177,False,False,https://hcdcorrientes.gov.ar/expedientes/20177/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20177.pdf,EXPTE-20177-DECLARACION-de-interes-las-actividades-que-se-realicen-en-conmemoracion-del-dia-de.pdf,crear,,verificado_fuente_y_pdf_oficial
20192,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Declaración,De interés el 118º aniversario de la fundación de San Lorenzo.,118º aniversario de la fundación de San Lorenzo,"Declara de interés legislativo 118º aniversario de la fundación de San Lorenzo. La iniciativa reconoce su relevancia social, cultural, educativa o comunitaria para la provincia y promueve su difusión institucional, de acuerdo con los antecedentes incorporados en el expediente.",Sobre tablas,,Cultura,acompanado,Gonzalo,Presentado,Aprobado,False,,EXP-20192,False,False,https://hcdcorrientes.gov.ar/expedientes/20192/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20192.pdf,EXPTE-20192-DECLARACION-de-interes-el-118-aniversario-de-la-fundacion-de-san-lorenzo.pdf,crear,,verificado_fuente_y_pdf_oficial
